appid,player count,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,Final Price_$,Initial Price_$,Discount_$,Total Score, Mark ,Tier
57300,105,Amnesia: The Dark Descent,Frictional Games,Frictional Games,,28245,1582,0,"2,000,000 .. 5,000,000",274,1249,94,1249,399,1999,80,101,12.49,3.99,19.99,29827,95,F
268910,1426,Cuphead,Studio MDHR Entertainment Inc.,Studio MDHR Entertainment Inc.,,117345,4184,0,"2,000,000 .. 5,000,000",805,94,361,135,1999,1999,0,1467,1.35,19.99,19.99,121529,97,F
222880,273,Insurgency,New World Interactive,New World Interactive,,113903,10274,0,"2,000,000 .. 5,000,000",924,67,247,74,1499,1499,0,565,0.74,14.99,14.99,124177,92,F
782330,871,DOOM Eternal,id Software,Bethesda Softworks,,143951,13927,0,"2,000,000 .. 5,000,000",1309,302,744,260,1999,1999,0,1147,2.6,19.99,19.99,157878,91,F
601150,674,Devil May Cry 5,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,83073,4242,0,"2,000,000 .. 5,000,000",1517,145,630,202,2999,2999,0,1465,2.02,29.99,29.99,87315,95,F
534380,2403,Dying Light 2 Stay Human,Techland,Techland,,81557,22662,0,"2,000,000 .. 5,000,000",2125,163,1962,177,5999,5999,0,2886,1.77,59.99,59.99,104219,78,F
33930,178,Arma 2: Operation Arrowhead,Bohemia Interactive,Bohemia Interactive,,19941,1657,0,"2,000,000 .. 5,000,000",4356,210,323,210,399,1999,80,366,2.1,3.99,19.99,21598,92,F
24240,34,PAYDAY The Heist,OVERKILL Software,Daybreak Game Company,,35801,2586,0,"2,000,000 .. 5,000,000",548,44,209,44,1499,1499,0,38,0.44,14.99,14.99,38387,93,F
200210,1846,Realm of the Mad God Exalt,"Wild Shadow Studios, Deca Games",Deca Games,,35647,6887,0,"2,000,000 .. 5,000,000",1760,2296,102,2296,0,0,0,2257,22.96,0,0,42534,84,F
225540,555,Just Cause 3,Avalanche Studios,Square Enix,,86261,18385,0,"2,000,000 .. 5,000,000",1298,29,434,29,1999,1999,0,884,0.29,19.99,19.99,104646,82,F
55150,125,"Warhammer 40,000: Space Marine - Anniversary Edition",Relic Entertainment,SEGA,,18892,1685,0,"2,000,000 .. 5,000,000",529,20,333,20,5999,5999,0,171,0.2,59.99,59.99,20577,92,F
1238810,1424,Battlefield V,DICE,Electronic Arts,,88585,36761,0,"2,000,000 .. 5,000,000",1944,304,688,183,4999,4999,0,8450,1.83,49.99,49.99,125346,71,F
391220,492,Rise of the Tomb Raider,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux), Nixxes","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",,106939,6918,0,"2,000,000 .. 5,000,000",1151,1621,742,2967,399,999,60,799,29.67,3.99,9.99,113857,94,F
552500,3894,Warhammer: Vermintide 2,Fatshark,Fatshark,,75758,14748,0,"2,000,000 .. 5,000,000",2142,215,670,313,2999,2999,0,4018,3.13,29.99,29.99,90506,84,F
513710,6280,SCUM,Gamepires,Gamepires,,57914,19571,0,"2,000,000 .. 5,000,000",2813,628,702,899,1749,3499,50,12780,8.99,17.49,34.99,77485,75,F
63380,22,Sniper Elite V2,Rebellion,Rebellion,,21750,2896,0,"2,000,000 .. 5,000,000",629,0,259,0,0,0,0,71,0,0,0,24646,88,F
42710,187,Call of Duty: Black Ops,Treyarch,Activision,,15124,2010,0,"2,000,000 .. 5,000,000",2555,0,617,0,3999,3999,0,318,0,39.99,39.99,17134,88,F
302830,4,BLOCKADE 3D,Novalink,Novalink,,15471,11101,0,"2,000,000 .. 5,000,000",530,1,95,1,0,0,0,10,0.01,0,0,26572,58,F
48000,66,LIMBO,Playdead,Playdead,,40067,2770,0,"2,000,000 .. 5,000,000",284,0,128,0,249,999,75,56,0,2.49,9.99,42837,94,F
220240,234,Far Cry 3,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Ubisoft,,77871,8616,0,"2,000,000 .. 5,000,000",1449,5,860,5,1999,1999,0,432,0.05,19.99,19.99,86487,90,F
7670,35,BioShock,"2K Boston, 2K Australia",2K,,26499,1621,0,"2,000,000 .. 5,000,000",341,0,128,0,1999,1999,0,45,0,19.99,19.99,28120,94,F
212500,1005,The Lord of the Rings Online,"Standing Stone Games, LLC","Standing Stone Games, LLC",,13429,3063,0,"2,000,000 .. 5,000,000",592,14,125,14,0,0,0,1444,0.14,0,0,16492,81,F
8500,2909,EVE Online,CCP,CCP,,21302,7361,0,"2,000,000 .. 5,000,000",3104,6332,124,10536,0,0,0,3892,105.36,0,0,28663,74,F
1407200,1275,World of Tanks,Wargaming Group Limited,Wargaming Group Limited,,33794,7278,0,"2,000,000 .. 5,000,000",891,66,68,66,0,0,0,3227,0.66,0,0,41072,82,F
232090,3542,Killing Floor 2,Tripwire Interactive,Tripwire Interactive,,97432,13798,0,"2,000,000 .. 5,000,000",3709,417,592,537,749,2999,75,4278,5.37,7.49,29.99,111230,88,F
506540,0,Last Man Standing,"Free Reign Entertainment, Free Reign Entertainment",Free Reign Entertainment,,11135,7102,0,"2,000,000 .. 5,000,000",290,0,72,0,0,0,0,0,0,0,0,18237,61,F
1794680,14735,Vampire Survivors,poncle,poncle,,127396,1555,0,"2,000,000 .. 5,000,000",1618,273,1017,147,399,499,20,22228,1.47,3.99,4.99,128951,99,F
200710,253,Torchlight II,Runic Games,Runic Games,,38341,2845,0,"2,000,000 .. 5,000,000",1453,4,708,4,749,1499,50,357,0.04,7.49,14.99,41186,93,F
202970,147,Call of Duty: Black Ops II,Treyarch,Activision,,33965,5552,0,"2,000,000 .. 5,000,000",380,0,135,0,5999,5999,0,151,0,59.99,59.99,39517,86,F
115300,3,Call of Duty: Modern Warfare 3,"Infinity Ward, Sledgehammer Games",Activision,,28192,3919,0,"2,000,000 .. 5,000,000",0,0,0,0,3999,3999,0,3,0,39.99,39.99,32111,88,F
744900,530,Dead Frontier 2,Creaky Corpse Ltd,Creaky Corpse Ltd,,14759,5963,0,"2,000,000 .. 5,000,000",163,71,36,71,0,0,0,1175,0.71,0,0,20722,71,F
884660,129,CRSED: F.O.A.D.,Darkflow Software,Gaijin Distribution KFT,,29736,7527,0,"2,000,000 .. 5,000,000",303,9,45,9,0,0,0,345,0.09,0,0,37263,80,F
35450,92,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Tripwire Interactive,Tripwire Interactive,,33284,2740,0,"2,000,000 .. 5,000,000",1927,97,279,97,1999,1999,0,218,0.97,19.99,19.99,36024,92,F
1056960,73,Wolfenstein: Youngblood,"Machine Games, Arkane Studios",Bethesda Softworks,,5054,6044,0,"2,000,000 .. 5,000,000",474,0,474,0,1999,1999,0,124,0,19.99,19.99,11098,-54,F
244850,4470,Space Engineers,Keen Software House,Keen Software House,,102068,13672,0,"2,000,000 .. 5,000,000",4625,368,866,507,1999,1999,0,5689,5.07,19.99,19.99,115740,88,F
312990,29,The Expendabros,Free Lives,Devolver Digital,,17155,490,0,"2,000,000 .. 5,000,000",133,0,65,0,0,0,0,25,0,0,0,17645,97,F
674940,548,Stick Fight: The Game,Landfall West,Landfall,,94297,6290,0,"2,000,000 .. 5,000,000",379,16,196,23,199,499,60,550,0.23,1.99,4.99,100587,94,F
9480,80,Saints Row 2,Volition,Deep Silver,,13626,4069,0,"2,000,000 .. 5,000,000",606,134,89,134,999,999,0,102,1.34,9.99,9.99,17695,77,F
205100,704,Dishonored,Arkane Studios,Bethesda Softworks,,68158,1727,0,"2,000,000 .. 5,000,000",1051,178,656,194,999,999,0,1081,1.94,9.99,9.99,69885,98,F
261640,331,Borderlands: The Pre-Sequel,"2K Australia, Gearbox Software, Aspyr (Linux)","2K, Aspyr (Linux)",,30404,7089,0,"2,000,000 .. 5,000,000",1405,0,492,0,3999,3999,0,450,0,39.99,39.99,37493,81,F
871720,160,Ultimate Custom Night,Scott Cawthon,Scott Cawthon,,41670,1922,0,"2,000,000 .. 5,000,000",141,3,61,3,0,0,0,217,0.03,0,0,43592,96,F
223470,176,POSTAL 2,Running With Scissors,Running With Scissors,,71925,2821,0,"2,000,000 .. 5,000,000",468,40,209,40,999,999,0,226,0.4,9.99,9.99,74746,96,F
20900,405,The Witcher: Enhanced Edition Director's Cut,CD PROJEKT RED,"CD PROJEKT RED, 1C-SoftClub",,61851,8051,0,"2,000,000 .. 5,000,000",896,71,165,71,149,999,85,541,0.71,1.49,9.99,69902,88,F
311690,821,Enter the Gungeon,Dodge Roll,Devolver Digital,,66926,2796,0,"2,000,000 .. 5,000,000",2162,115,487,48,1499,1499,0,1015,0.48,14.99,14.99,69722,96,F
209080,94,Guns of Icarus Online,Muse Games,Muse Games,,13211,1435,0,"2,000,000 .. 5,000,000",305,0,287,0,74,499,85,6,0,0.74,4.99,14646,90,F
280,31,Half-Life: Source,Valve,Valve,,8431,3271,0,"2,000,000 .. 5,000,000",404,0,78,0,999,999,0,33,0,9.99,9.99,11702,72,F
386180,2513,Crossout,Targem Games,Gaijin Distribution KFT,,39717,11710,0,"2,000,000 .. 5,000,000",1148,2890,173,5739,0,0,0,5651,57.39,0,0,51427,77,F
380,55,Half-Life 2: Episode One,Valve,Valve,,21293,963,0,"2,000,000 .. 5,000,000",309,0,200,0,799,799,0,118,0,7.99,7.99,22256,96,F
234140,395,Mad Max,Avalanche Studios,"Warner Bros. Games, Warner Bros. Interactive Entertainment",,59688,5423,0,"2,000,000 .. 5,000,000",1688,250,886,346,1999,1999,0,628,3.46,19.99,19.99,65111,92,F
242050,598,Assassin’s Creed IV Black Flag,Ubisoft Montreal,Ubisoft,,47936,5532,0,"2,000,000 .. 5,000,000",1733,0,970,0,3999,3999,0,944,0,39.99,39.99,53468,90,F
1604030,3607,V Rising,Stunlock Studios,Stunlock Studios,,43326,5849,0,"2,000,000 .. 5,000,000",2098,98,1528,134,1599,1999,20,4055,1.34,15.99,19.99,49175,88,F
99900,120,Spiral Knights,Grey Havens,Grey Havens,,19028,3632,0,"2,000,000 .. 5,000,000",671,0,97,0,0,0,0,134,0,0,0,22660,84,F
440900,10780,Conan Exiles,Funcom,Funcom,,66356,18446,0,"2,000,000 .. 5,000,000",6461,3266,1817,4863,3999,3999,0,14752,48.63,39.99,39.99,84802,78,F
299360,1,Block N Load,"Toadman Interactive, Artplant",Toadman Interactive,,12063,3336,0,"2,000,000 .. 5,000,000",711,53,92,53,0,0,0,6,0.53,0,0,15399,78,F
813820,504,Realm Royale,Heroic Leap Games,Hi-Rez Studios,,41052,13273,0,"2,000,000 .. 5,000,000",645,173,126,286,0,0,0,604,2.86,0,0,54325,76,F
1118200,5839,People Playground,mestiez,Studio Minus,,141408,1622,0,"2,000,000 .. 5,000,000",1995,194,700,84,999,999,0,5978,0.84,9.99,9.99,143030,99,F
546560,310,Half-Life: Alyx,Valve,Valve,,73751,1147,0,"2,000,000 .. 5,000,000",630,6,359,6,5999,5999,0,377,0.06,59.99,59.99,74898,98,F
1237970,464,Titanfall 2,Respawn Entertainment,Electronic Arts,,127897,6945,0,"2,000,000 .. 5,000,000",975,225,420,388,2999,2999,0,1618,3.88,29.99,29.99,134842,95,F
224600,1,Defiance,Trion Worlds,Trion Worlds,,9668,3000,0,"2,000,000 .. 5,000,000",1297,0,190,0,0,0,0,0,0,0,0,12668,76,F
397540,2838,Borderlands 3,Gearbox Software,2K,,89888,16599,0,"2,000,000 .. 5,000,000",2311,506,1441,591,2639,7999,67,4553,5.91,26.39,79.99,106487,84,F
714010,3121,Aim Lab,Statespace,Statespace,,73747,4288,0,"2,000,000 .. 5,000,000",446,73,55,32,0,0,0,4414,0.32,0,0,78035,95,F
35720,19,Trine 2: Complete Story,Frozenbyte,Frozenbyte,,19625,901,0,"2,000,000 .. 5,000,000",395,0,226,0,1999,1999,0,46,0,19.99,19.99,20526,96,F
10090,387,Call of Duty: World at War,Treyarch,Activision,,39184,3485,0,"2,000,000 .. 5,000,000",2348,54,1101,54,1999,1999,0,469,0.54,19.99,19.99,42669,92,F
240720,293,Getting Over It with Bennett Foddy,Bennett Foddy,Bennett Foddy,,43957,9153,0,"2,000,000 .. 5,000,000",288,43,97,43,799,799,0,347,0.43,7.99,7.99,53110,83,F
50130,117,Mafia II (Classic),2K Czech,2K,,46105,2414,0,"2,000,000 .. 5,000,000",1581,0,832,0,2999,2999,0,317,0,29.99,29.99,48519,95,F
355180,15,Codename CURE,Hoobalugalar_X,Hoobalugalar_X,,13535,2496,0,"2,000,000 .. 5,000,000",109,0,35,0,0,0,0,22,0,0,0,16031,84,F
4560,76,Company of Heroes - Legacy Edition,Relic Entertainment,SEGA,,5924,404,0,"2,000,000 .. 5,000,000",498,0,96,0,1999,1999,0,139,0,19.99,19.99,6328,94,F
418370,857,Resident Evil 7 Biohazard,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,60468,3318,0,"2,000,000 .. 5,000,000",679,108,477,111,999,1999,50,1151,1.11,9.99,19.99,63786,95,F
475150,636,Titan Quest Anniversary Edition,"Iron Lore Entertainment, THQ Nordic",THQ Nordic,,26307,2614,0,"2,000,000 .. 5,000,000",833,225,239,225,1999,1999,0,1454,2.25,19.99,19.99,28921,91,F
236870,152,HITMAN,"IO Interactive A/S, Feral Interactive (Linux), Feral Interactive (Mac)","IO Interactive A/S, Feral Interactive (Linux), Feral Interactive (Mac)",,29951,6188,0,"2,000,000 .. 5,000,000",883,115,408,115,0,0,0,265,1.15,0,0,36139,83,F
17410,33,Mirror's Edge,DICE,Electronic Arts,,28708,4071,0,"2,000,000 .. 5,000,000",308,1,241,1,1999,1999,0,37,0.01,19.99,19.99,32779,88,F
233130,16,Shadow Warrior,Flying Wild Hog,Devolver Digital,,22382,1802,0,"2,000,000 .. 5,000,000",354,0,198,0,999,999,0,39,0,9.99,9.99,24184,93,F
389730,2512,TEKKEN 7,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,,60397,13213,0,"2,000,000 .. 5,000,000",4334,281,534,316,3999,3999,0,4870,3.16,39.99,39.99,73610,82,F
12100,50,Grand Theft Auto III,Rockstar Games,Rockstar Games,,11326,1806,0,"2,000,000 .. 5,000,000",313,11,70,11,0,0,0,54,0.11,0,0,13132,86,F
617290,553,Remnant: From the Ashes,Gunfire Games,Perfect World Entertainment,,35730,6353,0,"2,000,000 .. 5,000,000",2908,1219,1188,2425,1599,3999,60,408,24.25,15.99,39.99,42083,85,F
209870,0,Blacklight: Retribution,"Hardsuit Labs, Inc.","Hardsuit Labs, Inc.",,12447,3999,0,"2,000,000 .. 5,000,000",534,0,122,0,0,0,0,0,0,0,0,16446,76,F
203140,115,Hitman: Absolution,Io-Interactive A/S,Io-Interactive A/S,,36014,3316,0,"2,000,000 .. 5,000,000",807,202,398,403,1999,1999,0,226,4.03,19.99,19.99,39330,92,F
113200,181,The Binding of Isaac,"Edmund McMillen, Florian Himsl",Edmund McMillen,,52122,2536,0,"2,000,000 .. 5,000,000",1488,19,368,19,499,499,0,239,0.19,4.99,4.99,54658,95,F
208650,1461,Batman: Arkham Knight,Rocksteady Studios,Warner Bros. Interactive Entertainment,,77812,14493,0,"2,000,000 .. 5,000,000",1297,76,728,104,1999,1999,0,1977,1.04,19.99,19.99,92305,84,F
24200,721,DC Universe Online,Dimensional Ink Games,Daybreak Game Company,,15052,3702,0,"2,000,000 .. 5,000,000",2641,5,506,5,0,0,0,548,0.05,0,0,18754,80,F
247080,225,Crypt of the NecroDancer,Brace Yourself Games,"Brace Yourself Games, Klei Entertainment",,21292,874,0,"2,000,000 .. 5,000,000",592,0,218,0,299,1499,80,211,0,2.99,14.99,22166,96,F
242720,2,GunZ 2: The Second Duel,"Masangsoft, Inc.","Masangsoft, Inc.",,7014,3573,0,"2,000,000 .. 5,000,000",315,0,65,0,0,0,0,3,0,0,0,10587,66,F
359320,3636,Elite Dangerous,Frontier Developments,Frontier Developments,,65295,18958,0,"2,000,000 .. 5,000,000",5757,473,1076,539,749,2999,75,4982,5.39,7.49,29.99,84253,77,F
219150,90,Hotline Miami,Dennaton Games,Devolver Digital,,75325,2023,0,"2,000,000 .. 5,000,000",370,132,233,135,999,999,0,151,1.35,9.99,9.99,77348,97,F
33900,0,Arma 2,Bohemia Interactive,Bohemia Interactive,,1781,351,0,"2,000,000 .. 5,000,000",351,0,65,0,259,1299,80,5,0,2.59,12.99,2132,84,F
409710,261,BioShock Remastered,"2K Boston, 2K Australia, Blind Squirrel, Feral Interactive (Mac)","2K, Feral Interactive (Mac)",,35171,9439,0,"2,000,000 .. 5,000,000",415,155,230,156,1999,1999,0,304,1.56,19.99,19.99,44610,79,F
1593500,3548,God of War,Santa Monica Studio,PlayStation PC LLC,,58644,1851,0,"2,000,000 .. 5,000,000",1546,406,1264,585,3999,4999,20,3853,5.85,39.99,49.99,60495,97,F
1238840,1235,Battlefield 1,DICE,Electronic Arts,,72107,11374,0,"2,000,000 .. 5,000,000",1929,564,661,474,3999,3999,0,5000,4.74,39.99,39.99,83481,86,F
548430,7964,Deep Rock Galactic,Ghost Ship Games,Coffee Stain Publishing,,145932,4955,0,"2,000,000 .. 5,000,000",2950,363,913,210,2999,2999,0,8654,2.1,29.99,29.99,150887,97,F
286940,1,S.K.I.L.L. - Special Force 2 (Shooter),"Dragonfly GF Co., LTD",Gameforge 4D GmbH,,8124,3393,0,"2,000,000 .. 5,000,000",532,0,92,0,0,0,0,1,0,0,0,11517,71,F
868270,3127,The Cycle,YAGER,YAGER,,20758,13472,0,"2,000,000 .. 5,000,000",937,545,119,375,0,0,0,4239,3.75,0,0,34230,61,F
8850,24,BioShock 2,"2K Marin, 2K China, Digital Extremes, 2K Australia",2K,,11490,1362,0,"2,000,000 .. 5,000,000",389,0,146,0,1999,1999,0,36,0,19.99,19.99,12852,89,F
282440,224,Quake Live,id Software,Bethesda Softworks,,12470,2023,0,"2,000,000 .. 5,000,000",218,0,57,0,999,999,0,384,0,9.99,9.99,14493,86,F
213670,148,South Park: The Stick of Truth,Obsidian Entertainment,Ubisoft,,50053,1245,0,"2,000,000 .. 5,000,000",819,76,699,76,2999,2999,0,195,0.76,29.99,29.99,51298,98,F
391460,15,WARMODE,Novalink,Novalink,,10445,6471,0,"2,000,000 .. 5,000,000",115,0,51,0,0,0,0,14,0,0,0,16916,62,F
312660,496,Sniper Elite 4,Rebellion,Rebellion,,39378,4081,0,"2,000,000 .. 5,000,000",729,136,345,255,5999,5999,0,1231,2.55,59.99,59.99,43459,91,F
286690,316,Metro 2033 Redux,4A Games,Deep Silver,,58581,7673,0,"2,000,000 .. 5,000,000",588,245,464,303,1999,1999,0,663,3.03,19.99,19.99,66254,88,F
307780,240,Mortal Kombat X,"NetherRealm Studios, QLOC",Warner Bros. Interactive Entertainment,,39593,7927,0,"2,000,000 .. 5,000,000",881,33,317,42,1999,1999,0,321,0.42,19.99,19.99,47520,83,F
1551360,6180,Forza Horizon 5,Playground Games,Xbox Game Studios,,79977,11212,0,"2,000,000 .. 5,000,000",3924,399,1807,271,5999,5999,0,11304,2.71,59.99,59.99,91189,88,F
274190,104,Broforce,Free Lives,Devolver Digital,,48246,1477,0,"2,000,000 .. 5,000,000",621,27,359,27,1499,1499,0,205,0.27,14.99,14.99,49723,97,F
880940,506,Pummel Party,Rebuilt Games,Rebuilt Games,,35428,4312,0,"2,000,000 .. 5,000,000",685,199,477,287,1499,1499,0,1756,2.87,14.99,14.99,39740,89,F
905370,1166,Conqueror's Blade,Booming Tech,MY.GAMES,,19694,6344,0,"2,000,000 .. 5,000,000",2658,69,206,137,0,0,0,1706,1.37,0,0,26038,76,F
287390,362,Metro: Last Light Redux,4A Games,Deep Silver,,47888,5951,0,"2,000,000 .. 5,000,000",677,268,546,493,1999,1999,0,692,4.93,19.99,19.99,53839,89,F
107100,26,Bastion,Supergiant Games,Supergiant Games,,33689,1551,0,"2,000,000 .. 5,000,000",397,0,189,0,1499,1499,0,47,0,14.99,14.99,35240,96,F
728880,355,Overcooked! 2,"Ghost Town Games Ltd., Team17",Team17,,38784,4138,0,"2,000,000 .. 5,000,000",534,164,315,271,2499,2499,0,2005,2.71,24.99,24.99,42922,90,F
33230,233,Assassin's Creed 2,Ubisoft Montreal,Ubisoft,,34732,4258,0,"2,000,000 .. 5,000,000",1155,0,731,0,1999,1999,0,504,0,19.99,19.99,38990,89,F
550900,1,Metin2,WEBZEN Inc.,Gameforge 4D GmbH,,10252,4425,0,"2,000,000 .. 5,000,000",460,0,82,0,0,0,0,5,0,0,0,14677,70,F
1180380,617,Stay Out,MOBITECH LLC,MOBITECH LLC,,8044,6646,0,"2,000,000 .. 5,000,000",635,345,29,345,0,0,0,1766,3.45,0,0,14690,55,F
65800,294,Dungeon Defenders,Trendy Entertainment,Trendy Entertainment,,14680,1118,0,"2,000,000 .. 5,000,000",2111,84,849,84,989,1499,34,312,0.84,9.89,14.99,15798,93,F
203290,155,America's Army: Proving Grounds,U.S. Army,U.S. Army,,8285,2232,0,"2,000,000 .. 5,000,000",1095,612,39,612,0,0,0,241,6.12,0,0,10517,79,F
364360,524,Total War: WARHAMMER,"CREATIVE ASSEMBLY, Feral Interactive (Linux), Feral Interactive (Mac)","SEGA, Feral Interactive (Linux), Feral Interactive (Mac)",,38948,11014,0,"2,000,000 .. 5,000,000",4176,418,966,418,5999,5999,0,772,4.18,59.99,59.99,49962,78,F
379430,1793,Kingdom Come: Deliverance,Warhorse Studios,"Warhorse Studios, Prime Matter",,82941,17630,0,"2,000,000 .. 5,000,000",2826,714,1144,715,2999,2999,0,3305,7.15,29.99,29.99,100571,82,F
1677740,9576,Stumble Guys,Kitka Games,Kitka Games,,50994,7058,0,"2,000,000 .. 5,000,000",327,137,83,62,0,0,0,16249,0.62,0,0,58052,88,F
335300,2019,DARK SOULS II: Scholar of the First Sin,"FromSoftware, Inc","Bandai Namco Entertainment, FromSoftware, Inc",,71631,12737,0,"2,000,000 .. 5,000,000",3616,319,2091,264,3999,3999,0,2300,2.64,39.99,39.99,84368,85,F
207140,234,SpeedRunners,DoubleDutch Games,tinyBuild,,31528,2048,0,"2,000,000 .. 5,000,000",582,35,244,64,374,1499,75,292,0.64,3.74,14.99,33576,94,F
918570,180,Century: Age of Ashes,Playwing LTD,Playwing LTD,,10035,3666,0,"2,000,000 .. 5,000,000",136,16,71,16,0,0,0,225,0.16,0,0,13701,73,F
1196590,1820,Resident Evil Village,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,76899,3293,0,"2,000,000 .. 5,000,000",1206,79,931,149,2999,3999,25,1697,1.49,29.99,39.99,80192,96,F
211420,144,DARK SOULS: Prepare To Die Edition,FromSoftware,Bandai Namco Entertainment,,70132,6610,0,"2,000,000 .. 5,000,000",2782,0,933,0,0,0,0,162,0,0,0,76742,91,F
55100,6,Homefront,"Kaos Studios, Digital Extremes",Deep Silver,,6983,4649,0,"2,000,000 .. 5,000,000",546,1,125,1,1999,1999,0,19,0.01,19.99,19.99,11632,60,F
24960,68,Battlefield: Bad Company 2,DICE,Electronic Arts,,30461,5368,0,"2,000,000 .. 5,000,000",2408,142,497,142,1499,1499,0,119,1.42,14.99,14.99,35829,85,F
248570,96,Toribash,Nabi Studios,"Nicalis, Inc.",,13772,1754,0,"2,000,000 .. 5,000,000",664,0,63,0,0,0,0,92,0,0,0,15526,89,F
201790,54,Orcs Must Die! 2,Robot Entertainment,Robot Entertainment,,16907,1133,0,"2,000,000 .. 5,000,000",572,2,283,2,1499,1499,0,82,0.02,14.99,14.99,18040,94,F
387290,215,Ori and the Blind Forest: Definitive Edition,Moon Studios GmbH,Xbox Game Studios,,52359,2331,0,"2,000,000 .. 5,000,000",429,95,265,98,499,499,0,327,0.98,4.99,4.99,54690,96,F
362890,951,Black Mesa,Crowbar Collective,Crowbar Collective,,83087,3942,0,"2,000,000 .. 5,000,000",889,71,529,100,499,1999,75,747,1,4.99,19.99,87029,95,F
386940,167,Ultimate Chicken Horse,Clever Endeavour Games,Clever Endeavour Games,,28576,1055,0,"2,000,000 .. 5,000,000",463,39,307,51,1499,1499,0,235,0.51,14.99,14.99,29631,96,F
1057090,363,Ori and the Will of the Wisps,Moon Studios GmbH,Xbox Game Studios,,90064,3276,0,"2,000,000 .. 5,000,000",790,115,714,131,989,2999,67,718,1.31,9.89,29.99,93340,96,F
214490,244,Alien: Isolation,"Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",,45830,3497,0,"2,000,000 .. 5,000,000",526,166,243,166,3999,3999,0,301,1.66,39.99,39.99,49327,93,F
308600,5,Geneshift,Ben Johnson (bencelot),Nik Nak Studios,,1687,396,0,"2,000,000 .. 5,000,000",600,0,324,0,1499,1499,0,5,0,14.99,14.99,2083,81,F
295110,2,Just Survive,Daybreak Game Company,Daybreak Game Company,,46636,32350,0,"2,000,000 .. 5,000,000",5707,0,1040,0,0,0,0,4,0,0,0,78986,59,F
812140,3173,Assassin's Creed Odyssey,"Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai",Ubisoft,,114848,13937,0,"2,000,000 .. 5,000,000",4583,573,3252,582,5999,5999,0,7752,5.82,59.99,59.99,128785,89,F
427730,176,Who's Your Daddy?!,Evil Tortilla Games,Evil Tortilla Games,,19800,5206,0,"2,000,000 .. 5,000,000",176,0,97,0,399,499,20,197,0,3.99,4.99,25006,79,F
42700,421,Call of Duty: Black Ops,Treyarch,Activision,,28120,2891,0,"2,000,000 .. 5,000,000",1229,88,510,88,3999,3999,0,461,0.88,39.99,39.99,31011,91,F
438740,230,Friday the 13th: The Game,IllFonic,Gun Media,,54651,14574,0,"2,000,000 .. 5,000,000",928,1031,286,1052,1499,1499,0,303,10.52,14.99,14.99,69225,79,F
209000,459,Batman: Arkham Origins,"WB Games Montreal, Splash Damage",Warner Bros. Interactive Entertainment,,36130,4924,0,"2,000,000 .. 5,000,000",928,0,594,0,1999,1999,0,483,0,19.99,19.99,41054,88,F
