appid,player count,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,Final Price_$,Initial Price_$,Discount_$,Total Score, Mark ,Tier
962610,0,IScream,Vanhees Dean,Vanhees Dean,,3,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,3,100,M
895650,0,Save The Cookie,Chota Games Studio,Chota Games Studio,,7,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,8,88,M
887170,0,Vortex Of Pain,Atomic Drop Games,Atomic Drop Games,,3,2,0,"0 .. 20,000",0,0,0,0,899,899,0,0,0,8.99,8.99,5,60,M
955530,0,Wildest of the Wild,Dmitry Morozov,Dmitry Morozov,,2,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,4,-50,M
953640,0,Gyro Buster,MAENTRUS DIGITAL LAB PT,MAENTRUS DIGITAL LAB PT,,1,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,2,-50,M
921730,0,Abberbury,Nuclear Box,Nuclear Box,,25,5,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,30,83,M
908990,0,Steel Vampire,Akiragoya,Henteko Doujin,,60,5,0,"0 .. 20,000",0,0,0,0,999,999,0,1,0,9.99,9.99,65,92,M
968320,0,Alpha & Beta,Alper Tüccar,Alper Tüccar,,22,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,25,88,M
961870,0,Toltec and the mysteries of the Secret Island,Vangelis Stavrogiannis,Vangelis Stavrogiannis,,3,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,3,100,M
950510,0,Volcan Defend the Tower,Processor Game Studio,Processor Game Studio,,7,15,0,"0 .. 20,000",0,0,0,0,300,300,0,0,0,3,3,22,-68,M
922020,0,Beyond The Veil,Incubator Creations,Incubator Creations,,7,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,8,88,M
965730,0,Evoke,Polyflame,Polyflame,,0,3,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,3,-100,M
973850,0,Gorytale,NYAARGH!,NYAARGH!,,58,6,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,64,91,M
933430,0,Sword of Rapier,vDog,vDog,,1,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,1,100,M
581460,0,QuiVr Vanguard,Blueteak,"Alvios, Inc.",,8,3,0,"0 .. 20,000",8,0,8,0,1499,1499,0,0,0,14.99,14.99,11,73,M
970130,0,Trinity VR,UNLTD inc.,UNLTD inc.,,10,11,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,21,-52,M
970190,0,Sierra Madre: The Wild West,Broken Dream Studio,Broken Dream Studio,,28,18,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,0,19.99,19.99,46,61,M
969480,0,Warp Glider,Mole Eyes Entertainment,Mole Eyes Entertainment,,26,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,26,100,M
935980,0,AETERNITAS,Elliotte Lee,Elliotte Lee,,13,14,0,"0 .. 20,000",0,0,0,0,999,999,0,1,0,9.99,9.99,27,-52,M
979760,0,PASKA BATTLE STYLE!,Time Stop dev,Time Stop dev,,3,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,6,-50,M
978340,0,RGB RUN,Pickle Drugs,Pickle Drugs,,20,8,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,28,71,M
940150,0,Saboteur!,"SimFabric, Clive Townsend",SimFabric,,49,4,0,"0 .. 20,000",0,0,0,0,799,799,0,0,0,7.99,7.99,53,92,M
942320,0,Halzae: Heroes of Divinity,Saltclock Studio,Saltclock Studio,,11,8,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,19,58,M
933030,0,Heavy Recoil,Andy Sharpe,Epsotic LLC,,5,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,5,100,M
938320,0,Nibû,Enki,Enki,,16,7,0,"0 .. 20,000",0,0,0,0,1699,1699,0,0,0,16.99,16.99,23,70,M
976930,0,Groove Gunner,BitCutter Studios Inc.,BitCutter Studios Inc.,,25,4,0,"0 .. 20,000",0,0,0,0,1699,1699,0,0,0,16.99,16.99,29,86,M
985090,0,Color Knight,BlueTreeGames,BlueTreeGames,,2,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,4,-50,M
941020,0,BAYANI - Fighting Game,Ranida Games,Ranida Games,,58,8,0,"0 .. 20,000",0,0,0,0,1599,1599,0,0,0,15.99,15.99,66,88,M
978380,0,Spinheads,ARTWARE Multimedia,ARTWARE Multimedia,,2,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,3,67,M
974870,0,FIREWORK,Ivan Zanotti's MyMadnessWorks,Ivan Zanotti's MyMadnessWorks,,35,3,0,"0 .. 20,000",0,0,0,0,599,599,0,0,0,5.99,5.99,38,92,M
980440,0,Knights Rubbish,Yu Chao,Yu Chao,,1,1,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,2,-50,M
988310,0,Viola: The Heroine's Melody,Jelle van Doorne,Jelle van Doorne,,77,3,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,80,96,M
966140,0,MagicJam,"Micheal Ackerman, Jesus Lopez","Micheal Ackerman, Jesus Lopez",,0,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,1,-100,M
884340,0,Hold Out,Open Brains Studio,Open Brains Studio,,25,17,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,42,60,M
988980,0,GLAD VALAKAS TOWER DEFENCE,Snkl Studio,Snkl Studio,,138,11,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,149,93,M
981420,0,Game Soup,Game Soup LLC,Game Soup LLC,,98,5,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,103,95,M
981140,0,混乱使者,迷茫的菜鸟,迷茫的菜鸟,,9,8,0,"0 .. 20,000",0,0,0,0,59,99,40,0,0,0.59,0.99,17,53,M
694400,0,Diminutive,Reece Geofroy,Reece Geofroy,,2,4,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,6,-67,M
986350,0,Nemezis: Mysterious Journey III,Detalion Games S.A.,"PlayWay S.A., Detalion Games S.A.",,65,38,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1,0,19.99,19.99,103,63,M
979500,0,雪策边境-BSP,"Chongqing Juxin Technology Co., Ltd","Chongqing Juxin Technology Co., Ltd",,11,22,0,"0 .. 20,000",0,0,0,0,799,799,0,0,0,7.99,7.99,33,-67,M
980800,0,BEAK SQUADRON,Timbo Burkle,Timbo Burkle,,2,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,2,100,M
984150,0,Powerless,Narratio,Narratio,,0,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,1,-100,M
990850,0,Yanpai Simulator,cdev,cdev,,17,23,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,40,-58,M
993340,0,Virtual Surfing,Waveor,Waveor,,86,48,0,"0 .. 20,000",0,0,0,0,2999,2999,0,0,0,29.99,29.99,134,64,M
993850,0,Tsukumono / つくもの / 付者,shinryu,shinryu,,15,2,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,17,88,M
981980,0,Panda Hero,Markt+Technik,"familyplay, Markt+Technik",,2,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,3,67,M
971340,0,Orc Towers VR,Coding Jar Studios Inc.,Coding Jar Studios Inc.,,2,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,2,100,M
995280,0,Stary,Yars,Yars,,7,10,0,"0 .. 20,000",0,0,0,0,99,499,80,0,0,0.99,4.99,17,-59,M
985780,0,Jack Axe,Keybol Games,"Neon Doctrine, Another Indie",,63,23,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,86,73,M
992120,0,Inch by Inch,"LevelXProject, Dare Looks",Dare Looks,,51,2,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,53,96,M
586100,0,Heroes in the Sky-Origin,GameUS Inc,GameUS Inc,,0,22,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,22,-100,M
769320,0,Invasher,Jomjak,Jomjak,,29,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,29,100,M
999560,0,Fragile Equilibrium,Magic Spell Studios,Magic Spell Studios,,9,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,10,90,M
997260,0,Hyper Scuffle,JP McHargue,JP McHargue,,13,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,15,87,M
994590,0,Pixel Fish,Conifer Studios,Conifer Studios,,9,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,10,90,M
987740,0,Donald VS Martians,You are Fired! team,Versus Publishing,,27,14,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,41,66,M
1003760,0,Aether Way,Fearless Donut,Fearless Donut,,2,0,0,"0 .. 20,000",0,0,0,0,1099,1099,0,0,0,10.99,10.99,2,100,M
1005900,0,Christmas Time 2019,Pickle Drugs,Pickle Drugs,,36,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,39,92,M
1005450,0,Vision Soft Reset,Seafloor Games LLC,Seafloor Games LLC,,61,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,63,97,M
1001870,0,RoboVirus,Stolen Shoes Entertainment,Stolen Shoes Entertainment,,29,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,30,97,M
1008680,0,Crazy Archery,RewindApp,RewindApp,,12,6,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,18,67,M
1009300,0,Achievement Collector: Zombie,QUIKIN Games,QUIKIN Games,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,1,100,M
983790,0,Arcane Domains,QuickAdventures,QuickAdventures,,4,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,4,100,M
1003230,0,AIRA VR,racoonbytes,racoonbytes,,11,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,13,85,M
1010520,0,Space Journey,Starmops,Starmops,,1,4,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,5,-80,M
1012280,0,Beekyr,KaleidoGames,KaleidoGames,,6,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,7,86,M
1010000,0,Super Alpaca Bros.,Highwater Game Studios,Highwater Digital Entertainment,,4,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,4,100,M
784010,0,Dragonview,Infogrames,Atari,,23,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0,0,7.99,7.99,23,100,M
978180,0,Stay Silent,NetEase Games,NetEase Games,,13,13,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,26,-50,M
1008950,0,Armored Front: Tiger Command,AutoRotate180,AutoRotate180,,26,13,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1,0,19.99,19.99,39,67,M
1017560,0,Falling Bullets,Mike Trebson,Mike Trebson,,11,6,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,17,65,M
1016850,0,The Enthralling Realms: An Alchemist's Tale,e-FunSoft Games,HH-Games,,9,4,0,"0 .. 20,000",0,0,0,0,599,599,0,0,0,5.99,5.99,13,69,M
992560,0,快乐蓝熊HappyBlueBear,happypandagames,happypandagames,,2,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,2,100,M
992040,0,Moot District,BratAndronik,Uberbax Gaming,,7,11,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,18,-61,M
1020480,0,Nasty,Fun Infused Games,Fun Infused Games,,2,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,4,-50,M
1006770,0,the LAST LETTER,Donuts Co. Ltd.,Donuts Co. Ltd.,,2,2,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0,0,24.99,24.99,4,-50,M
1013650,0,Tiny Dangerous Dungeons,Adventure Islands,Adventure Islands,,65,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,67,97,M
869120,0,Grounds of Glory,GG STUDIOS d.o.o.,GG STUDIOS d.o.o.,,7,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,8,88,M
1024630,0,Fighters Legacy,J.Bowman,Digital Tribe,,41,18,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,59,69,M
1007210,0,Trouble Travel TT,PPC,PPC,,19,9,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,28,68,M
843700,0,El Taco Diablo,Manne Cederskoog,Manne Cederskoog,,8,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,10,80,M
984020,0,Super Ninja Meow Cat,Angel D,GameAtomic,,11,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,12,92,M
601520,0,Sirius: Age of the Free Agents,World of Dex,World of Dex,,4,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0,0,7.99,7.99,4,100,M
1018720,0,X-POINT,Andrey Scanarri (Scanarri),Andrey Scanarri (Scanarri),,10,1,0,"0 .. 20,000",0,0,0,0,999,1999,50,0,0,9.99,19.99,11,91,M
1029980,0,UBERMOSH Vol.7,Walter Machado,Walter Machado,,142,20,0,"0 .. 20,000",0,0,0,0,199,1999,90,0,0,1.99,19.99,162,88,M
1017240,0,DEEP HOLE,AMG GAMES,AMG GAMES,,6,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,6,100,M
1003560,0,Crumbling World,Dani Marti,Dume Arts,,11,5,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,16,69,M
1025430,0,Delta Squad,EskemaGames,EskemaGames,,3,4,0,"0 .. 20,000",0,0,0,0,599,599,0,1,0,5.99,5.99,7,-57,M
375570,0,Goblin Quest: Escape!,BotBite Industries,BotBite Industries,,1,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,1,100,M
1010420,0,Crash-Site: Conquest,Ian Dircks,Happy Turtle Productions,,2,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,2,100,M
1034280,0,Greed 3: Old Enemies Returning,Urchin Games,HH-Games,,23,6,0,"0 .. 20,000",0,0,0,0,799,799,0,0,0,7.99,7.99,29,79,M
1002420,0,Agartha,Shindenken,Fruitbat Factory,,7,3,0,"0 .. 20,000",0,0,0,0,399,799,50,0,0,3.99,7.99,10,70,M
929140,0,Tank Royale,BSS company,BSS company,,61,5,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,66,92,M
995240,0,RemiLore: Lost Girl in the Lands of Lore,"Pixellore Inc, REMIMORY","Nicalis, Inc.",,25,19,0,"0 .. 20,000",0,0,0,0,3999,3999,0,0,0,39.99,39.99,44,57,M
1045010,0,Russia Roguelike,Ольга,Ольга,,79,8,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,87,91,M
1017630,0,Robot King Part 2: Boss Battles,Steven Taylor,Steven Taylor,,4,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,4,100,M
1007970,0,This Side (Early Access Game),"Rising, Crystal Realms Entertainment","Rising, Crystal Realms Entertainment",,0,12,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,12,-100,M
1028910,1,Sparkle 4 Tales,MegaPixel Studio,Forever Entertainment S. A.,,5,5,0,"0 .. 20,000",0,0,0,0,99,999,90,0,0,0.99,9.99,10,-50,M
556200,0,Blue Crystal,Storm Signal,Storm Signal,,0,1,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,1,-100,M
935250,0,Necrolance,Monsoon Studios,Monsoon Studios,,11,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,14,79,M
821440,0,GunnRunner,pixelCast Games,pixelCast Games,,6,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,6,100,M
1042230,0,Zeta Complex,spidamoo games,spidamoo games,,6,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,11,55,M
1033340,0,biorhythm,Brady Soglin,Overfull Games,,23,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,25,92,M
1059190,0,Skully Pinball,RewindApp,RewindApp,,10,13,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,23,-57,M
1057150,0,Adventure in King Caries Land,Max Robert Studios,Max Robert Studios,,1,1,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,2,-50,M
1056290,0,Soul Island,MACKINN7,MACKINN7,,12,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,12,100,M
1053730,0,Foxyland 2,BUG-Studio,Crescent Moon Games,,20,7,0,"0 .. 20,000",0,0,0,0,599,599,0,0,0,5.99,5.99,27,74,M
1067560,0,AIR Battlefront,SRS Games,SRS Games,,5,17,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,22,-77,M
1051470,0,Animal Friends Adventure,"Folkvang Studios, Inc",Folkvang Studios,,7,3,0,"0 .. 20,000",0,0,0,0,1399,1399,0,0,0,13.99,13.99,10,70,M
393800,0,GearStorm - Armored Survival,Iron City Games,Iron City Games,,46,25,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0,0,11.99,11.99,71,65,M
1045110,0,Space Ops VR: Reloaded,DevCubeStudio,Fibrum Limited,,39,36,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,75,52,M
1065050,0,Gunship Recon,Sonic-Alpha,NS,,1,2,0,"0 .. 20,000",0,0,0,0,288,288,0,0,0,2.88,2.88,3,-67,M
1031470,0,Beasty Karts,VTree LLC,VTree LLC,,0,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,1,-100,M
1074150,0,Little Savior / リトルセイバー,Sorceryforce,Sorceryforce,,5,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,6,83,M
1075170,0,Weaving Tides,Follow the Feathers,Crytivo,,88,5,0,"0 .. 20,000",0,0,0,0,1249,2499,50,0,0,12.49,24.99,93,95,M
1062200,0,大时代：三国立志,FunLight Studio,FunLight Studio,,10,19,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,0,19.99,19.99,29,-66,M
1079340,0,homicide,KiKi,KiKi,,0,15,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,15,-100,M
1068910,0,Submarine Attack!,Alexey Kropotin,Alexey Kropotin,,7,3,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,10,70,M
1063100,0,Re[Map],"Spencer Pilarski, Snippy Nguyen",Spencer Pilarski,,4,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,4,100,M
1079810,0,KreisReise,Twilling Sky,eonayu,,13,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,16,81,M
1061650,0,Idle Portal Guardian,Thejamiryu,Thejamiryu Inc.,,2,4,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,6,-67,M
937090,0,Stacksquatch,Hover,The Stacksquatch Society,,3,0,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,0,19.99,19.99,3,100,M
893420,0,Harvested,Vashta Entertainment,Vashta Entertainment,,18,6,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,24,75,M
1083070,0,Sapper - Defuse The Bomb Simulator,Live Motion Games,Gaming Factory,,38,34,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,72,53,M
992990,0,Beyond Extinct,Crania Games,Crania Games,,25,2,0,"0 .. 20,000",0,0,0,0,1099,1099,0,0,0,10.99,10.99,27,93,M
1079730,0,Ehandcipation,Sincopar Games,Sincopar,,4,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0,0,7.99,7.99,4,100,M
1020450,0,There Will Be Ink,Summit Fever,Summit Fever,,12,0,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,12,100,M
1065210,0,ZIC: Survival,IO Games,IO Games,,30,12,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,42,71,M
444470,0,Moor,Fredrik,Fredrik,,14,5,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,19,74,M
1049670,0,The Final Boss,CarloC,CarloC,,56,5,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,61,92,M
1098530,0,ZorroMoro,Ali Kaan BAŞHAN,Ali Kaan BAŞHAN,,1,7,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,8,-88,M
1022380,0,Neon Slashers,Mire Studios,Mire Studios,,0,1,0,"0 .. 20,000",0,0,0,0,54,99,45,1,0,0.54,0.99,1,-100,M
1096630,0,Space Mercenary Shooter : Episode 1,Synthetic Systemz,Synthetic Systemz,,7,5,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,12,58,M
1103690,0,Interregnum-Alpha,Lotus GamesTr,Lotus GamesTr,,0,2,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,2,-100,M
1051850,1,Free Company VR,Pomshine Games,Pomshine Games,,21,13,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,0,19.99,19.99,34,62,M
1049820,0,Must Dash Amigos,miniBeast Game Studios,miniBeast Game Studios,,22,14,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,36,61,M
1098870,0,Metro Explosion Simulator,Metro 2.0.7.7,Metro 2.0.7.7,,8,11,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,19,-58,M
1112760,0,Farrealm: The Prince of Winds,Connor William Fahrenwald,Fahrenwald Games,,2,0,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,0,19.99,19.99,2,100,M
872630,0,Project VR Wild Hunt,Smartmove,Smartmove,,7,12,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,19,-63,M
970300,0,Re.poly,Hinkfoot Studios,Hinkfoot Studios,,57,4,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,61,93,M
1111990,0,Einn,Crazy Magnet Studios,Crazy Magnet Studios,,1,5,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,6,-83,M
1109720,0,DOTORI,indev-studio,"CFK Co., Ltd.",,15,4,0,"0 .. 20,000",0,0,0,0,239,1199,80,0,0,2.39,11.99,19,79,M
1108660,0,Crystal Defense,Torni Games,Torni Games,,3,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,5,60,M
1119680,0,Jade's Ascension,Papas con Mojo Games,Papas con Mojo Games,,1,0,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0,0,11.99,11.99,1,100,M
1116910,0,,,,,12,16,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,28,-57,M
1097870,0,Polyrun,Aurora Gameworks,Aurora Gameworks,,8,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,9,89,M
1116660,0,Neon Tide,Skyride Studios,Skyride Studios,,5,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,8,63,M
1110220,0,Shinobi Spirits S Legend of Heroes/忍スピリッツS 真田獣勇士伝,"TOM CREATE CO.,LTD.","TOM CREATE CO.,LTD.",,9,1,0,"0 .. 20,000",0,0,0,0,899,899,0,0,0,8.99,8.99,10,90,M
993250,0,Cover Sky,Meng Games,Meng Games,,7,4,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,11,64,M
1025160,0,Xander the Monster Morpher: Universe Breaker,Karatkuro,Karatkuro,,8,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,8,100,M
1113530,0,SAMOSBOR 2D,peevasseeq games,peevasseeq games,,5,5,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,10,-50,M
1125490,0,STORM AREA 51: CUTE ALIEN GIRL EDITION,WASABAE Studios,WASABAE Studios,,11,4,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,15,73,M
832320,0,Mighty Switch Force! Collection,WayForward,WayForward,,59,5,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,0,19.99,19.99,64,92,M
1131360,0,Tiger Fighter 1931 Tora!Tora!Tora!,TigerQiuQiu,TigerQiuQiu,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,1,-100,M
1132750,0,Buck Zombies,Harsh Reality Productions,Harsh Reality Productions,,5,4,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,9,56,M
1103520,0,Foodie Bear,Deep Black Studio,Deep Black Studio,,21,2,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,23,91,M
1132830,0,Poppy's Nightmare,DigiPen Europe-Bilbao,DigiPen Institute of Technology,,6,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,11,55,M
1132860,0,Jera,DigiPen Europe-Bilbao,DigiPen Institute of Technology,,13,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,20,65,M
1072930,0,Blood Magic,Drop Table Developers,Drop Table Developers,,2,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,5,-60,M
1134140,0,Daaang!,Snaredrum Games,Snaredrum Games,,1,0,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,1,100,M
1115580,0,Grand Brix Shooter,Intragames,Intragames,,67,2,0,"0 .. 20,000",0,0,0,0,199,999,80,0,0,1.99,9.99,69,97,M
1074390,0,Scikor - Final Scale,Rob Scikōr,Scikōr Games,,5,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,5,100,M
1118790,0,VQD,Marafigo Games,Marafigo Games,,2,1,0,"0 .. 20,000",0,0,0,0,59,99,40,0,0,0.59,0.99,3,67,M
1137030,0,Shadows of Larth,Zine FALOUTI,Zine FALOUTI,,4,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,6,67,M
1131330,0,CLOSED,"Kazuya, tensun3d",赤いトンボ,,43,19,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,62,69,M
1092260,0,Come on Baby!,Expotato Corp.,Expotato Corp.,,54,12,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,66,82,M
1144670,0,Tactikk,cBlck,Bitlock Studio,,0,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,3,-100,M
497870,0,Super Sketch Bob,Wayward Thoughts Interactive,Wayward Thoughts Interactive,,2,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,2,100,M
1142550,0,Protein for Muscle,"Qmax Inc., ROUTE3 GAMES",Qmax Inc.,,86,10,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,96,90,M
